country,zip,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Statcan Census Division id","Statcan Census Division Name","Statcan Census Division Type","Statcan Census Division Type Description","Statcan Census Consolidated Subdivision id","Statcan Census Consolidated Subdivision Name","Statcan Census Subdivision id","Statcan Census Subdivision Name","Statcan Census Subdivision Type","Statcan Census Subdivision Type Description","Statcan Census Economic Region","Statcan Census Statistical Area Code","Statcan Census Statistical Area Code Description","Statcan Census Statistical Area Type","Statcan Census Statistical Area Type Description","Statcan Census CMA/CA id","Statcan Census CMA/CA Name","Statcan Census CMA/CA Type","Statcan Census CMA/CA Type Description","Statcan Census Tract","Statcan Census Year","Provincial/Territorial Riding OCD ID","Provincial/Territorial Riding Name (French)","Provincial/Territorial Riding Name (English)","Provincial/Territorial Riding Source","Federal Riding Code","Federal Riding OCD ID","Federal Riding Name (French)","Federal Riding Name (English)","Federal Riding Source"
Canada,M8Y1A3,43.618215,-79.497307,1,place,,,"Etobicoke, ON M8Y",,,,,Etobicoke,ON,,M8Y,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350209.00,2021,ocd-division/country:ca/province:on/ed:etobicoke-lakeshore,"Etobicoke - Lakeshore","Etobicoke - Lakeshore","Elections Ontario",35030,ocd-division/country:ca/ed:35030-2023,Etobicoke—Lakeshore,Etobicoke—Lakeshore,"Federal Redistribution"
Canada,M5B1G6,43.660145,-79.378408,1,place,,,"Toronto, ON M5B",,,,,Toronto,ON,,M5B,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350034.01,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M2M3S3,43.797412,-79.395262,1,place,,,"North York, ON M2M",,,,,"North York",ON,,M2M,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350321.02,2021,ocd-division/country:ca/province:on/ed:117-2015,Willowdale,Willowdale,"Elections Ontario",35117,ocd-division/country:ca/ed:35117-2023,Willowdale,Willowdale,"Federal Redistribution"
Canada,M6K1E9,43.639016,-79.423233,1,place,,,"Toronto, ON M6K",,,,,Toronto,ON,,M6K,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350007.02,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35105,ocd-division/country:ca/ed:35105-2023,"Taiaiako'n—Parkdale—High Park","Taiaiako'n—Parkdale—High Park","Federal Redistribution"
Canada,M4X1L4,43.671127,-79.377089,1,place,,,"Toronto, ON M4X",,,,,Toronto,ON,,M4X,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350064.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5A2N9,43.658632,-79.372379,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350032.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5B1G3,43.659891,-79.380218,1,place,,,"Toronto, ON M5B",,,,,Toronto,ON,,M5B,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350034.01,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5T2V5,43.650912,-79.401398,1,place,,,"Toronto, ON M5T",,,,,Toronto,ON,,M5T,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350039.00,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5A2V2,43.654108,-79.366508,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350016.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M6P1Y5,43.665665,-79.463205,1,place,,,"Toronto, ON M6P",,,,,Toronto,ON,,M6P,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350100.00,2021,ocd-division/country:ca/province:on/ed:parkdale-high_park,"Parkdale - High Park","Parkdale - High Park","Elections Ontario",35105,ocd-division/country:ca/ed:35105-2023,"Taiaiako'n—Parkdale—High Park","Taiaiako'n—Parkdale—High Park","Federal Redistribution"
Canada,M3N1X1,43.75729,-79.529879,1,place,,,"North York, ON M3N",,,,,"North York",ON,,M3N,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350316.01,2021,ocd-division/country:ca/province:on/ed:humber_river-black_creek,"Humber River - Black Creek","Humber River - Black Creek","Elections Ontario",35041,ocd-division/country:ca/ed:35041-2023,"Humber River—Black Creek","Humber River—Black Creek","Federal Redistribution"
Canada,M5C2H4,43.651934,-79.372223,1,place,,,"Toronto, ON M5C",,,,,Toronto,ON,,M5C,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350016.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M1H2Z1,43.782643,-79.234917,1,place,,,"Scarborough, ON M1H",,,,,Scarborough,ON,,M1H,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350363.07,2021,ocd-division/country:ca/province:on/ed:scarborough-guildwood,"Scarborough - Guildwood","Scarborough - Guildwood","Elections Ontario",35097,ocd-division/country:ca/ed:35097-2023,Scarborough—Woburn,Scarborough—Woburn,"Federal Redistribution"
Canada,M5A2R5,43.655505,-79.369442,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350033.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M4M3C3,43.662385,-79.329622,1,place,,,"Toronto, ON M4M",,,,,Toronto,ON,,M4M,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350026.00,2021,ocd-division/country:ca/province:on/ed:toronto-danforth,"Toronto - Danforth","Toronto - Danforth","Elections Ontario",35110,ocd-division/country:ca/ed:35110-2023,Toronto—Danforth,Toronto—Danforth,"Federal Redistribution"
Canada,M9V2X6,43.738403,-79.565283,1,place,,,"Etobicoke, ON M9V",,,,,Etobicoke,ON,,M9V,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350250.02,2021,ocd-division/country:ca/province:on/ed:30-2015,"Etobicoke North","Etobicoke North","Elections Ontario",35031,ocd-division/country:ca/ed:35031-2023,Etobicoke-Nord,"Etobicoke North","Federal Redistribution"
Canada,M5T1J5,43.654007,-79.398743,1,place,,,"Toronto, ON M5T",,,,,Toronto,ON,,M5T,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350038.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5S2H1,43.658375,-79.401264,1,place,,,"Toronto, ON M5S",,,,,Toronto,ON,,M5S,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350059.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5R2T9,43.674544,-79.406714,1,place,,,"Toronto, ON M5R",,,,,Toronto,ON,,M5R,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350091.02,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M4Y2X9,43.665864,-79.379215,1,place,,,"Toronto, ON M4Y",,,,,Toronto,ON,,M4Y,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350063.04,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M4M2M5,43.659998,-79.343237,1,place,,,"Toronto, ON M4M",,,,,Toronto,ON,,M4M,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350018.00,2021,ocd-division/country:ca/province:on/ed:toronto-danforth,"Toronto - Danforth","Toronto - Danforth","Elections Ontario",35110,ocd-division/country:ca/ed:35110-2023,Toronto—Danforth,Toronto—Danforth,"Federal Redistribution"
Canada,M5T2V9,43.648825,-79.398308,1,place,,,"Toronto, ON M5T",,,,,Toronto,ON,,M5T,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350039.00,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5R2W7,43.667902,-79.405623,1,place,,,"Toronto, ON M5R",,,,,Toronto,ON,,M5R,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350092.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M4T1C1,43.684791,-79.389714,1,place,,,"Toronto, ON M4T",,,,,Toronto,ON,,M4T,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350124.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35111,ocd-division/country:ca/ed:35111-2023,"Toronto—St. Paul's","Toronto—St. Paul's","Federal Redistribution"
Canada,M5R1K6,43.674948,-79.400812,1,place,,,"Toronto, ON M5R",,,,,Toronto,ON,,M5R,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350091.02,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M9V1P9,43.736603,-79.580764,1,place,,,"Etobicoke, ON M9V",,,,,Etobicoke,ON,,M9V,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350248.02,2021,ocd-division/country:ca/province:on/ed:30-2015,"Etobicoke North","Etobicoke North","Elections Ontario",35031,ocd-division/country:ca/ed:35031-2023,Etobicoke-Nord,"Etobicoke North","Federal Redistribution"
Canada,M1L4A1,43.717042,-79.283625,1,place,,,"Scarborough, ON M1L",,,,,Scarborough,ON,,M1L,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350348.00,2021,ocd-division/country:ca/province:on/ed:98-2015,"Scarborough Southwest","Scarborough Southwest","Elections Ontario",35096,ocd-division/country:ca/ed:35096-2023,Scarborough-Sud-Ouest,"Scarborough Southwest","Federal Redistribution"
Canada,M5T1N6,43.656278,-79.399043,1,place,,,"Toronto, ON M5T",,,,,Toronto,ON,,M5T,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350037.00,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M5V3C6,43.646162,-79.388935,1,place,,,"Toronto, ON M5V",,,,,Toronto,ON,,M5V,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350011.03,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35100,ocd-division/country:ca/ed:35100-2023,Spadina—Harbourfront,Spadina—Harbourfront,"Federal Redistribution"
Canada,M9W1J,0,0,0,,,,,"Could not geocode address. No matches found.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,M9C5K5,43.651206,-79.602365,1,place,,,"Etobicoke, ON M9C",,,,,Etobicoke,ON,,M9C,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350236.02,2021,ocd-division/country:ca/province:on/ed:28-2015,"Etobicoke Centre","Etobicoke Centre","Elections Ontario",35029,ocd-division/country:ca/ed:35029-2023,Etobicoke-Centre,"Etobicoke Centre","Federal Redistribution"
Canada,M5R2S5,43.674545,-79.405982,1,place,,,"Toronto, ON M5R",,,,,Toronto,ON,,M5R,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350091.02,2021,ocd-division/country:ca/province:on/ed:university-rosedale,"University - Rosedale","University - Rosedale","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M6P1X2,43.657448,-79.453035,1,place,,,"Toronto, ON M6P",,,,,Toronto,ON,,M6P,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350099.00,2021,ocd-division/country:ca/province:on/ed:parkdale-high_park,"Parkdale - High Park","Parkdale - High Park","Elections Ontario",35105,ocd-division/country:ca/ed:35105-2023,"Taiaiako'n—Parkdale—High Park","Taiaiako'n—Parkdale—High Park","Federal Redistribution"
Canada,M8V3H9,43.600689,-79.513836,1,place,,,"Etobicoke, ON M8V",,,,,Etobicoke,ON,,M8V,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350207.00,2021,ocd-division/country:ca/province:on/ed:etobicoke-lakeshore,"Etobicoke - Lakeshore","Etobicoke - Lakeshore","Elections Ontario",35030,ocd-division/country:ca/ed:35030-2023,Etobicoke—Lakeshore,Etobicoke—Lakeshore,"Federal Redistribution"
Canada,M4M3G9,43.660444,-79.34533,1,place,,,"Toronto, ON M4M",,,,,Toronto,ON,,M4M,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350028.01,2021,ocd-division/country:ca/province:on/ed:toronto-danforth,"Toronto - Danforth","Toronto - Danforth","Elections Ontario",35110,ocd-division/country:ca/ed:35110-2023,Toronto—Danforth,Toronto—Danforth,"Federal Redistribution"
Canada,M3N0E3,0,0,0,,,,,"Could not geocode address. No matches found.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,M5A2K9,43.66351,-79.370201,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350032.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M5A2E5,43.66089,-79.372951,1,place,,,"Toronto, ON M5A",,,,,Toronto,ON,,M5A,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350032.00,2021,ocd-division/country:ca/province:on/ed:toronto_centre-2004,"Toronto Centre","Toronto Centre","Elections Ontario",35109,ocd-division/country:ca/ed:35109-2023,Toronto-Centre,"Toronto Centre","Federal Redistribution"
Canada,M6J1A8,43.644456,-79.404554,1,place,,,"Toronto, ON M6J",,,,,Toronto,ON,,M6J,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350010.02,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35100,ocd-division/country:ca/ed:35100-2023,Spadina—Harbourfront,Spadina—Harbourfront,"Federal Redistribution"
Canada,M6J1W4,43.650174,-79.415588,1,place,,,"Toronto, ON M6J",,,,,Toronto,ON,,M6J,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350043.00,2021,ocd-division/country:ca/province:on/ed:spadina-fort_york,"Spadina - Fort York","Spadina - Fort York","Elections Ontario",35112,ocd-division/country:ca/ed:35112-2023,University—Rosedale,University—Rosedale,"Federal Redistribution"
Canada,M2K2V5,43.771589,-79.370877,1,place,,,"North York, ON M2K",,,,,"North York",ON,,M2K,CA,"CanVec+ by Natural Resources Canada",,3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350305.01,2021,ocd-division/country:ca/province:on/ed:don_valley_north-2015,"Don Valley North","Don Valley North","Elections Ontario",35023,ocd-division/country:ca/ed:35023-2023,"Don Valley-Nord","Don Valley North","Federal Redistribution"
